身分證字號,date,expName,psychopyVersion,OS,frameRate,from,to,w,a,id,sequence_loop.thisN,enter_time,leave_time,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trial_loop.ran,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisIndex,sequence_loop.ran
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[114.49595504079365,-352.3823159022088]","[-185.258346830384,320.87686923644196]",119,741.0333873,3.75,4,0.5648,0.3657,"[123.2265625,123.2265625,123.2265625,123.2265625,123.2265625,123.2265625,123.2265625,123.2265625,123.2265625,123.2265625,114.5078125,79.4296875,24.3203125,-35.36328125,-77.734375,-109.77734375,-128.15234375,-143.61328125,-155.11328125,-163.09765625,-174.53515625,-186.13671875,-191.48828125,-192.25390625,-192.25390625,-192.25390625,-192.25390625,-192.25390625,-192.25390625,-192.25390625,-192.25390625,-192.25390625,-192.25390625]","[-340.6640625,-340.6640625,-340.6640625,-340.6640625,-340.6640625,-340.6640625,-340.6640625,-340.6640625,-340.6640625,-340.6640625,-314,-222.43359375,-84.40625,56.91796875,162.75390625,234.328125,269.66796875,293.95703125,311.21484375,321.4921875,333.59765625,345.19921875,353.50390625,355.70703125,356.08984375,356.08984375,356.08984375,356.08984375,356.08984375,356.08984375,356.08984375,356.08984375,356.08984375]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00009999999403476068,0.03149999999999409,0.06489999997614859,0.09839999997615223,0.13159999999402316,0.16499999999999204,0.19839999997614655,0.23149999999998272,0.2650999999940211,0.29839999997614086,0.3322999999820979,0.36579999998210155,0.39819999998806566,0.43199999999998795,0.46469999998805633,0.4980999999940252,0.5317999999820984,0.5647999999821138,0.5980999999940195,0.6317999999821211,0.6648999999761429,0.6984999999999957,0.7317999999821154,0.7648999999761372,0.79849999999999,0.8315999999940402,0.8639999999999759,0.8979999999999961,0.9315999999940345,0.9648999999761543,0.9983999999761579,1.031399999976145,1.0650999999940325]",5,0,5,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-185.258346830384,320.87686923644196]","[247.92405989530923,-275.3475636469926]",119,741.0333873,3.75,4,0.7325,0.3655,"[-192.25390625,-192.25390625,-192.25390625,-192.25390625,-192.25390625,-192.25390625,-192.25390625,-191.9453125,-186.8828125,-170.25390625,-139.23828125,-84.109375,-6.50390625,51.98046875,102.75390625,138.49609375,164.31640625,180.62109375,190.34375,202.33984375,213.43359375,221.8046875,230.94140625,238.96484375,243.64453125,246.11328125,247.7734375,249.0546875,249.43359375,249.43359375,249.43359375,249.43359375,249.43359375,249.43359375,249.43359375,249.43359375,249.43359375,249.43359375,249.1875]","[356.08984375,356.08984375,356.08984375,356.08984375,356.08984375,356.08984375,355.84765625,355.265625,351.84765625,336.3203125,311.8515625,263.46484375,169.7578125,88.33203125,16.91015625,-38.24609375,-79.84765625,-112.51171875,-132.546875,-155.15234375,-182.04296875,-205.421875,-228.0546875,-244.11328125,-252.421875,-255.41015625,-257.59765625,-259.78515625,-260.54296875,-260.80859375,-260.80859375,-260.80859375,-260.80859375,-260.80859375,-260.80859375,-260.80859375,-260.80859375,-260.80859375,-260.80859375]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.031800000011912744,0.06510000002384686,0.09850000000000136,0.132000000000005,0.16520000001787594,0.19840000000596092,0.23160000002386028,0.2651000000238355,0.2988000000119371,0.3318000000119241,0.36549999999999727,0.39890000000596615,0.4316000000238489,0.46550000000002,0.49820000001787434,0.5321000000238598,0.5659000000059677,0.5991000000238387,0.6323000000119237,0.6654000000059739,0.6989000000059775,0.7325000000000159,0.7654000000059682,0.7986000000238391,0.8318000000119241,0.8654999999999973,0.8988000000119314,0.9321000000238371,0.9656000000238407,0.998500000000007,1.0318000000119127,1.0649999999999977,1.0986000000238505,1.1319000000059702,1.1647000000178878,1.198400000005961,1.2321000000238485,1.265600000023852]",6,0,6,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[247.92405989530923,-275.3475636469926]","[-299.75430187117774,217.78424826196763]",119,741.0333873,3.75,4,0.4661,0.1651,"[249.1875,248.91015625,245.90234375,237.6875,219.3828125,185.80078125,137.13671875,82.67578125,17.02734375,-58.40625,-112.5625,-163.9921875,-209.8984375,-239.32421875,-260.421875,-270.1953125,-275.359375,-284.69921875,-298.5859375,-311.12109375,-315.2265625,-315.92578125,-315.92578125,-315.92578125,-315.92578125,-315.92578125,-315.92578125,-315.92578125,-315.92578125,-315.92578125,-315.92578125]","[-260.80859375,-260.80859375,-257.2734375,-249.0546875,-229.6484375,-197.61328125,-153.87890625,-106.484375,-50.1796875,9.43359375,53.44140625,96.4140625,134.30859375,158.73828125,177.6328125,186.4453125,190.2734375,197.984375,210.91015625,223.4453125,228.8828125,230.63671875,230.63671875,230.63671875,230.63671875,230.63671875,230.63671875,230.63671875,230.63671875,230.63671875,230.63671875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03169999998806361,0.0654999999999859,0.09890000000595478,0.13240000000595842,0.1650999999940268,0.19929999998211656,0.2315999999940459,0.26529999998211906,0.2987999999821227,0.3319000000059589,0.3652999999821134,0.398799999982117,0.43179999998210405,0.46609999999404295,0.49869999998807657,0.5321999999880802,0.5655999999940491,0.5989000000059548,0.6317999999821211,0.6650999999940268,0.698199999988077,0.7315999999940459,0.7651999999880843,0.7985999999940248,0.8319000000059589,0.8652999999821134,0.8984999999999843,0.931799999982104,0.9651999999880729,0.9984000000059439]",7,0,7,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-299.75430187117774,217.78424826196763]","[338.4838424745499,-150.70271618312546]",119,741.0333873,3.75,4,0.8985,0.3657,"[-315.92578125,-315.92578125,-315.92578125,-315.92578125,-315.92578125,-315.546875,-313.359375,-307.25,-300.19140625,-289.6953125,-269.6953125,-235.41015625,-180.765625,-108.7890625,-52.4296875,-17.8828125,10.78125,41.28125,79.27734375,123.55859375,172.24609375,213.9296875,238.74609375,253.578125,262.80078125,268.91015625,274.0625,285.10546875,301.4375,309.74609375,311.92578125,311.92578125,311.92578125,311.92578125,311.92578125,311.92578125,311.92578125,311.92578125,311.92578125,311.92578125,311.92578125,311.92578125,311.92578125]","[230.63671875,230.63671875,230.63671875,230.63671875,230.63671875,230.39453125,228.734375,226.875,224.3515625,220.5859375,210.73828125,194.4609375,169.45703125,133.3046875,97.04296875,70.58984375,46.90234375,16.40234375,-29.984375,-69.359375,-108.1875,-135.453125,-147.23046875,-153.3515625,-156.15625,-158.015625,-160.25390625,-165.91796875,-171.35546875,-174.02734375,-174.546875,-174.546875,-174.546875,-174.546875,-174.546875,-174.546875,-174.546875,-174.546875,-174.546875,-174.546875,-174.546875,-174.546875,-174.546875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03220000001786616,0.06559999999402066,0.09880000001192002,0.1322000000178889,0.16599999999999682,0.19830000001192616,0.23199999999999932,0.2650999999940211,0.29849999999999,0.3323000000119123,0.36570000001788117,0.39880000001190297,0.43199999999998795,0.46580000001191024,0.4995999999940466,0.5325999999940336,0.5660999999940373,0.5990999999940243,0.6324000000059584,0.6652000000178759,0.6989000000059491,0.7319999999999993,0.7658000000119216,0.7990000000000066,0.8320999999940284,0.8652000000178646,0.8985999999940191,0.9318000000119184,0.9655999999940263,0.9989999999999952,1.0320999999940454,1.0650999999940325,1.09880000001192,1.1317000000178723,1.1654999999999802,1.1988000000119143,1.2319999999999993,1.2654000000059398,1.2988000000119087,1.3313000000119075,1.365599999994032,1.399000000000001]",8,0,8,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[338.4838424745499,-150.70271618312546]","[-362.42001493610286,77.03475225521608]",119,741.0333873,3.75,4,0.4995,0.1318,"[311.92578125,309.8515625,302.7734375,291.0390625,266.37109375,233.1953125,194.16015625,155.328125,115.625,53.81640625,-30.69140625,-122.171875,-206.8203125,-271.30859375,-303.99609375,-326.71484375,-334.08203125,-336.28515625,-337.65625,-345.9765625,-357.71875,-365.0703125,-366.890625,-367.1796875,-367.1796875,-367.1796875,-367.1796875,-367.1796875,-367.1796875,-367.1796875,-367.1796875,-367.1796875]","[-174.546875,-174.546875,-172.67578125,-167.2734375,-156.6640625,-142.09765625,-125.98828125,-112.75,-98.16015625,-77.2421875,-47.23046875,-17.95703125,8.421875,28.234375,37.89453125,43.66015625,45.67578125,46.05859375,46.44140625,49.125,51.421875,52.61328125,53.140625,53.4296875,53.4296875,53.4296875,53.4296875,53.4296875,53.4296875,53.4296875,53.4296875,53.4296875]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.0329000000059807,0.06570000001789822,0.0989000000059832,0.13180000001193548,0.16530000001193912,0.19849999999999568,0.23190000000596456,0.2654000000059682,0.29940000000596,0.3328000000119289,0.366100000023863,0.39910000002385004,0.4326000000238537,0.46550000000002,0.4995000000000118,0.5327000000178828,0.5659000000059677,0.5993000000119366,0.6324000000059584,0.6655000000000086,0.6994000000059657,0.7325000000000159,0.7662000000179034,0.7992000000178905,0.8324000000059755,0.8658000000119159,0.89820000001788,0.9325000000000045,0.9658000000119387,0.9991000000238444,1.032600000023848]",9,0,9,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-362.42001493610286,77.03475225521608]","[370.51669366076817,0]",119,741.0333873,3.75,4,0.7994,0.2991,"[-367.1796875,-367.1796875,-367.1796875,-367.1796875,-363.8828125,-353.3984375,-344.13671875,-335.83984375,-322.55859375,-296.07421875,-245.125,-195.05078125,-150.140625,-102.73046875,-52.59765625,-12.76171875,29.1640625,71.3984375,116.05078125,160.87890625,188.2421875,221.2109375,249.765625,280.5,322.91796875,346.03125,359.32421875,362.8359375,363.97265625,363.97265625,363.97265625,363.97265625,363.97265625,363.97265625,363.97265625,363.97265625,363.97265625,363.97265625,363.97265625,363.97265625,363.97265625]","[53.4296875,53.4296875,53.4296875,53.4296875,53.4296875,53.4296875,54.76953125,54.76953125,54.76953125,54.76953125,52.13671875,46.26953125,40.69921875,34.97265625,27.69921875,21.01953125,12.87890625,4.66015625,-5.109375,-13.4375,-20.19921875,-26.390625,-30.8046875,-32.05078125,-32.05078125,-32.05078125,-30.5625,-29.65234375,-29.65234375,-29.33984375,-29.33984375,-29.078125,-28.8125,-28.8125,-28.8125,-28.8125,-28.8125,-28.8125,-28.8125,-28.8125,-28.8125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03219999998808021,0.06490000000596297,0.09880000001192002,0.13180000001193548,0.16569999998807816,0.19900000000001228,0.23250000000001592,0.2658000000119216,0.2991999999880761,0.33250000000001023,0.3656999999880952,0.39890000000596615,0.4324000000059698,0.46569999998808953,0.49919999998809317,0.5324999999999989,0.5655999999940491,0.5991999999880875,0.6325000000000216,0.6658000000119273,0.6994000000059657,0.7319000000059646,0.7655999999940377,0.79940000000596,0.8318000000119241,0.8654000000059625,0.8989000000059661,0.9320000000000164,0.9658000000119387,0.9986999999880766,1.031900000005976,1.0654000000059796,1.0986999999880993,1.1315999999940516,1.1655000000000086,1.1985999999940589,1.232099999994034,1.2654000000059682,1.298800000011937,1.3321999999880916]",10,0,10,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[370.51669366076817,0]","[-362.42001493610286,-77.03475225521598]",119,741.0333873,3.75,4,0.766,0.2328,"[363.97265625,363.97265625,363.7265625,361.51953125,354.4765625,343.953125,330.9375,310.93359375,280.19140625,242.67578125,178.37109375,104.13671875,19.96875,-51.29296875,-112.78515625,-159.515625,-196.94140625,-240.1328125,-265.6484375,-283.19921875,-293.69140625,-298.18359375,-299.33203125,-314.66015625,-343.8671875,-360.5234375,-363.3984375,-363.3984375,-363.3984375,-363.3984375,-363.3984375,-363.3984375,-363.3984375,-363.3984375,-363.3984375,-363.15625,-363.15625,-363.15625,-363.15625,-363.15625]","[-28.8125,-28.8125,-28.8125,-28.8125,-28.8125,-28.8125,-28.8125,-31.6796875,-36.375,-45.2265625,-63.1484375,-80.78125,-95.7578125,-104.50390625,-109.4140625,-109.4140625,-104.265625,-95.46875,-89.94140625,-85.30078125,-83.8203125,-83.29296875,-82.91015625,-82.91015625,-84.01171875,-86.875,-87.3984375,-87.3984375,-87.3984375,-87.3984375,-87.3984375,-87.3984375,-87.3984375,-87.3984375,-87.3984375,-87.3984375,-87.3984375,-87.3984375,-87.3984375,-87.3984375]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03209999999404545,0.06540000000595114,0.09850000000000136,0.13140000000595364,0.16549999999998022,0.1989000000059491,0.2329000000059409,0.2654000000059398,0.2990000000000066,0.3323000000119123,0.3656999999880668,0.39859999999401907,0.4320999999940227,0.4654000000059568,0.49840000000594387,0.5315999999940288,0.5653000000119164,0.5990999999940243,0.6324000000059584,0.6660999999940316,0.6984999999999957,0.7319999999999993,0.7659999999999911,0.7989000000059434,0.8319000000059589,0.8654999999999973,0.8985999999940191,0.9314999999999998,0.9653000000119221,0.9985999999940418,1.0319999999999823,1.0653000000119164,1.09880000001192,1.132000000000005,1.1656999999880782,1.1985999999940304,1.2319999999999993,1.265300000011905,1.2986999999880595]",11,0,11,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-362.42001493610286,-77.03475225521598]","[338.4838424745498,150.70271618312546]",119,741.0333873,3.75,4,0.7983,0.1651,"[-363.15625,-363.15625,-359.859375,-346.59765625,-325.625,-302.87890625,-267.79296875,-227.95703125,-193.3203125,-154.0703125,-109.3984375,-62.12109375,-9.265625,38.125,80.296875,109.06640625,130.0546875,147.6484375,173.625,194.90625,219.765625,247.41796875,268.40625,284.94921875,296.703125,304.71484375,308.52734375,316.8359375,326.09375,328.27734375,328.65625,328.65625,328.65625,328.65625,328.65625,328.65625,328.65625,328.65625,328.65625,328.65625,328.65625]","[-87.3984375,-87.3984375,-87.3984375,-84.15234375,-79.2109375,-72.8671875,-66.765625,-60.0703125,-51.1640625,-38.58984375,-21.82421875,-4.6640625,14.82421875,33.41796875,48.30859375,56.44140625,63.44921875,69.87109375,80.1953125,88.453125,96.9765625,105.0078125,111.05859375,116.765625,119.88671875,121.8984375,123.09765625,124.5859375,125.9296875,126.3125,126.3125,126.3125,126.3125,126.3125,126.3125,126.3125,126.3125,126.3125,126.3125,126.3125,126.3125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00009999999403476068,0.03140000000595933,0.06449999999998113,0.09830000001190342,0.1314999999999884,0.16519999998806156,0.1989000000059491,0.2329000000059409,0.26459999999403294,0.29859999999402476,0.3313000000119075,0.36440000000595774,0.3979000000059614,0.43130000001190183,0.4644999999999868,0.49780000001192093,0.5310999999940407,0.5645999999940443,0.5983000000119034,0.6318000000119071,0.6651999999880616,0.6979000000059443,0.7314999999999827,0.7651999999880843,0.7983000000119205,0.8314000000059423,0.8644000000059577,0.8984000000059496,0.9320999999940227,0.9646999999880848,0.99819999998806,1.0314000000059593,1.064900000005963,1.0975999999940314,1.1314999999999884,1.1649000000059573,1.1980999999940423,1.2314999999999827,1.2649000000059516,1.29759999999402,1.3315000000000055]",12,0,12,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[338.4838424745498,150.70271618312546]","[-299.75430187117786,-217.78424826196755]",119,741.0333873,3.75,4,0.6664,0.1987,"[328.65625,328.65625,328.65625,328.65625,328.65625,320.5859375,287.28125,206.37109375,103.78515625,-26.5078125,-83.3828125,-150.37109375,-181.36328125,-210.28515625,-223.36328125,-226.23828125,-227.31640625,-228.84375,-231.046875,-237.88671875,-249.7734375,-260.93359375,-265,-265.31640625,-265.31640625,-265.31640625,-267.01171875,-275.03125,-278.5625,-279.26171875,-279.26171875,-279.26171875,-279.26171875,-279.26171875,-279.26171875,-279.26171875,-276.0234375]","[126.3125,126.3125,126.3125,126.3125,126.3125,124.3984375,109.76953125,77.078125,30.0546875,-40.13671875,-76.00390625,-121.77734375,-146.34375,-164.8046875,-174.3203125,-176.65234375,-177.71875,-178.8515625,-180.51171875,-187.3359375,-199.875,-211.01953125,-215.06640625,-215.82421875,-215.82421875,-215.82421875,-216.34765625,-219.6796875,-221.62109375,-222.37890625,-222.37890625,-222.37890625,-222.37890625,-222.37890625,-222.37890625,-222.1328125,-219.2578125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03140000000595933,0.06530000001191638,0.09850000000000136,0.132000000000005,0.16549999999998022,0.19870000001787957,0.2327000000178714,0.2654000000059398,0.29930000001192525,0.33210000002384277,0.3656000000238464,0.3990000000000009,0.4323000000119066,0.465900000005945,0.49910000002384436,0.5321000000238314,0.565600000023835,0.5985000000000014,0.6313000000119189,0.6664000000059502,0.6989999999999839,0.7324000000059527,0.7656000000238237,0.7986000000238391,0.8314000000059423,0.8654999999999973,0.8989000000059661,0.9323000000119066,0.9650000000000034,0.9988000000119257,1.0321000000238314,1.0654000000059511,1.098600000023822,1.132000000000005,1.1654000000059455,1.1993000000119025]",13,0,13,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-299.75430187117786,-217.78424826196755]","[247.92405989530914,275.3475636469927]",119,741.0333873,3.75,4,0.6322,0.1989,"[-276.0234375,-271.8203125,-269.34765625,-267.6875,-265.2109375,-259.0703125,-246.39453125,-216.4609375,-171.55859375,-85.52734375,21.6875,113.234375,183.44140625,219.796875,233.5234375,240.87109375,247.9140625,251.58984375,254.640625,255.7421875,255.7421875,253.0078125,251.80859375,251.42578125,251.42578125,251.42578125,251.42578125,251.42578125,251.42578125,251.42578125,251.42578125,251.42578125,251.42578125,251.42578125,251.42578125,251.42578125]","[-219.2578125,-215.56640625,-212.55859375,-210.73828125,-207.19140625,-199.69921875,-187.53515625,-165.0703125,-129.41796875,-58.87890625,25.17578125,94.83203125,147.88671875,172.7265625,181.30078125,186.66015625,191.71875,195.9375,203.01171875,227.6328125,252.26171875,269.8828125,274.375,275.45703125,275.45703125,275.45703125,275.45703125,275.45703125,275.45703125,275.45703125,275.45703125,275.45703125,275.45703125,275.45703125,275.45703125,275.45703125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.03159999999405727,0.06499999999999773,0.09869999998809931,0.13209999999403976,0.16540000000597388,0.19900000000001228,0.23230000001191797,0.26509999999404954,0.29790000000596706,0.331699999988075,0.36530000001192775,0.398400000005978,0.43200000000001637,0.46530000001192207,0.4984000000059723,0.5319000000059759,0.564900000005963,0.5981999999880827,0.6321999999880745,0.6655000000000086,0.6976999999880888,0.7316999999880807,0.7654000000059682,0.7975999999940484,0.831699999988075,0.8644999999999925,0.8978000000119266,0.9316999999880977,0.9645000000000152,0.9984000000059723,1.031900000005976,1.0650999999940325,1.0983000000119318,1.1316999999880863,1.1650999999940552]",14,0,14,0,1,,,,
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,,,,,,4,,,,,,,,,,,,,,4,0,0,1
A999999999,2024-09-12_12h32.12.766,GoFitts,2023.2.3,MacIntel,30.03003003,"[-101.33203125,-131.21875]","[-120.95471598796438,209.499713506218]",51,483.818864,4.32,5,0.8307,0.4975,"[-101.33203125,-101.33203125,-101.33203125,-101.33203125,-101.33203125,-101.33203125,-101.33203125,-101.33203125,-101.33203125,-101.33203125,-101.33203125,-101.33203125,-101.33203125,-101.33203125,-101.33203125,-97.86328125,-85.39453125,-80.32421875,-80.32421875,-84.35546875,-92.671875,-102.6953125,-110.078125,-114.58984375,-118.81640625,-123.03125,-125.625,-127.2578125,-127.78515625,-128.1015625,-128.1015625,-128.1015625,-128.37890625,-128.37890625,-128.37890625,-128.37890625,-128.37890625,-128.37890625,-128.37890625,-128.37890625,-128.37890625,-128.37890625]","[-131.21875,-131.21875,-131.21875,-131.21875,-131.21875,-131.21875,-131.21875,-131.21875,-131.21875,-131.21875,-131.21875,-131.21875,-131.21875,-131.21875,-131.21875,-130.41015625,-102.15625,-51.39453125,26.29296875,74.79296875,105.54296875,126.546875,144.1796875,160.2734375,178.08203125,192.60546875,207.16015625,219.2109375,222.75390625,223.8359375,224.1484375,224.42578125,224.42578125,224.42578125,224.42578125,224.42578125,224.42578125,224.42578125,224.42578125,224.42578125,224.42578125,224.42578125]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00009999999406318238,0.030300000011919792,0.06359999999403954,0.09700000000000841,0.13030000001194253,0.16290000000597615,0.1970999999940375,0.2304000000059716,0.2637000000179057,0.29699999999999704,0.3304000000059659,0.3630999999940627,0.39709999999405454,0.42970000001790254,0.46370000001789435,0.49759999999403703,0.5348000000119271,0.5632000000179005,0.5973000000119271,0.630700000017896,0.6640999999940504,0.6980999999940423,0.7309000000059598,0.7642000000178939,0.796999999999997,0.8307000000178846,0.8632000000178834,0.8970999999940545,0.9305000000000234,0.9639000000059639,0.9964999999999975,1.030099999994036,1.06340000000597,1.0962000000178875,1.1300999999940586,1.163499999999999,1.196900000005968,1.230200000017902,1.2635999999940566,1.2969000000059623,1.3305000000000007,1.3637000000179]",0,0,0,0,1,,,,
